datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
23-08-2017 6.00,72,73,93,77,88,88,19,24,60,35,69,66,94,72,77,88,59,94,93,94,67,100,74,83,93,82,100,88,88,88,72,65,45,61,61,65
23-08-2017 7.00,82,77,100,82,77,88,28,25,56,40,74,62,94,72,71,93,63,100,93,100,67,100,100,78,82,87,100,94,83,100,72,58,45,58,58,58
23-08-2017 8.00,77,82,100,88,82,93,32,35,82,42,74,83,94,77,71,87,72,94,100,100,67,100,78,83,93,87,88,94,82,94,52,51,45,58,58,51
23-08-2017 9.00,77,82,100,93,88,93,36,35,72,63,88,83,94,77,76,87,72,94,100,100,82,100,100,88,100,87,100,94,82,100,52,48,38,58,58,48
23-08-2017 10.00,77,88,87,93,88,88,32,35,82,59,83,78,94,87,82,87,82,88,100,100,72,100,83,88,100,93,94,94,82,100,52,52,28,58,58,52
23-08-2017 11.00,82,88,100,100,93,93,32,39,88,68,88,74,78,82,82,93,76,88,100,88,77,100,88,83,100,77,100,94,88,100,41,49,28,55,55,49
23-08-2017 12.00,87,93,100,93,82,93,30,44,88,72,88,74,74,87,93,100,82,88,93,100,82,88,100,83,93,77,100,94,88,94,41,49,23,58,58,49
23-08-2017 13.00,82,88,100,93,93,82,32,39,82,77,78,69,74,87,87,87,82,88,82,100,67,74,88,78,100,82,88,73,77,83,41,55,22,58,58,55
23-08-2017 14.00,87,88,100,88,88,100,27,39,82,77,78,65,70,88,72,77,68,83,77,83,63,66,78,70,60,82,69,49,77,83,40,55,22,55,55,55
23-08-2017 15.00,72,88,100,88,93,93,23,31,68,60,62,65,62,82,68,68,40,78,68,65,52,74,70,74,72,72,53,53,68,69,40,55,23,62,62,55
23-08-2017 16.00,77,82,100,82,77,77,22,31,60,46,55,69,52,64,56,60,49,65,64,78,52,58,55,88,49,60,57,44,60,69,40,62,25,62,62,62
23-08-2017 17.00,72,77,100,82,77,93,18,30,53,29,55,62,46,47,60,47,47,54,49,66,46,58,59,66,53,53,39,41,60,44,69,62,25,66,66,62
23-08-2017 18.00,68,72,83,82,73,83,15,30,47,23,49,58,62,50,53,41,53,50,49,62,43,59,52,78,43,53,39,39,56,44,69,65,21,62,62,65
23-08-2017 19.00,64,68,64,64,61,77,14,29,44,17,41,48,55,44,49,44,47,47,46,62,43,59,52,70,40,68,39,39,52,41,69,65,29,100,100,65
23-08-2017 20.00,60,64,57,72,73,77,14,25,39,33,39,52,62,41,44,39,53,50,46,59,41,59,78,78,38,46,39,41,53,41,93,65,29,100,100,65
23-08-2017 21.00,60,57,71,64,73,78,17,22,35,17,39,52,52,42,41,44,56,47,46,59,38,59,78,88,46,43,37,41,56,44,93,69,35,100,100,69
23-08-2017 22.00,56,54,71,73,64,73,17,31,32,20,36,52,55,44,38,41,64,50,49,59,40,66,66,88,40,43,39,41,53,47,93,69,38,100,100,69
23-08-2017 23.00,60,54,87,68,64,64,25,38,35,19,52,55,52,50,44,41,53,53,38,55,46,66,66,78,43,46,39,39,56,53,90,74,88,100,100,74
24-08-2017 0.00,68,48,87,64,45,73,19,26,36,26,58,48,49,60,46,47,56,64,56,70,46,70,78,83,52,46,41,41,68,47,90,74,88,100,100,74
24-08-2017 1.00,64,48,93,64,64,73,24,31,26,46,58,62,52,68,49,53,68,68,63,83,49,70,78,78,56,52,41,44,68,56,90,74,88,100,100,74
24-08-2017 2.00,68,50,87,64,77,82,19,30,31,55,55,66,58,68,72,60,77,73,82,78,52,69,83,83,59,55,50,44,68,72,89,69,100,74,74,69
24-08-2017 3.00,77,53,100,64,73,77,19,38,49,49,58,65,70,53,72,60,87,73,87,74,59,74,94,78,63,63,64,46,72,77,89,73,39,78,78,73
24-08-2017 4.00,82,56,100,77,77,73,35,51,53,59,55,61,70,72,59,93,87,77,87,73,55,94,94,78,63,63,68,49,82,82,89,78,47,78,78,78
24-08-2017 5.00,82,64,100,68,88,77,27,38,56,55,74,65,70,72,63,72,87,82,93,73,55,78,78,83,68,67,68,49,87,87,82,74,47,78,78,74
24-08-2017 6.00,77,72,77,77,82,77,28,57,52,48,69,65,74,72,67,77,87,77,93,78,63,100,69,83,63,82,72,56,87,93,82,69,45,69,69,69
24-08-2017 7.00,82,72,93,77,88,82,37,45,68,51,78,74,74,68,72,77,93,77,100,78,67,100,73,100,77,82,64,60,87,93,82,62,54,66,66,62
24-08-2017 8.00,77,72,93,77,88,82,36,54,72,55,78,78,74,82,77,100,93,82,100,78,72,100,78,83,82,87,64,68,93,93,48,55,45,70,70,55
24-08-2017 9.00,72,77,100,77,82,82,36,58,77,58,83,83,83,82,72,100,93,88,87,83,82,100,77,83,93,87,68,68,87,93,48,55,35,66,66,55
24-08-2017 10.00,77,77,100,82,77,88,32,47,77,58,83,83,78,88,72,87,100,88,100,88,82,100,78,83,87,87,68,68,82,100,48,52,30,62,62,52
24-08-2017 11.00,55,77,87,100,77,88,34,50,72,55,83,78,78,88,77,100,93,93,93,88,82,100,88,94,87,93,68,68,87,93,39,55,30,46,46,55
24-08-2017 12.00,55,67,93,100,77,88,30,61,72,45,83,78,78,88,100,100,100,93,100,88,87,88,78,94,93,82,64,68,82,87,39,55,29,66,66,55
24-08-2017 13.00,58,59,93,76,77,88,47,47,68,87,73,83,78,77,87,93,93,77,93,88,87,83,73,83,82,77,56,60,77,60,39,58,27,62,62,58
24-08-2017 14.00,62,63,93,72,82,88,73,45,77,87,74,83,70,72,87,77,68,68,72,83,63,78,73,94,77,72,53,60,72,60,41,55,25,58,58,55
24-08-2017 15.00,67,63,93,67,82,88,83,54,77,63,74,78,62,73,82,53,53,57,59,73,52,66,74,83,60,63,50,49,72,46,41,52,24,58,58,52
24-08-2017 16.00,58,59,93,87,73,88,65,38,68,37,74,69,59,60,63,47,53,50,52,69,48,62,78,89,53,63,44,44,63,40,41,55,23,58,58,55
24-08-2017 17.00,51,55,100,82,77,82,69,40,56,27,65,70,59,53,56,41,49,47,49,65,42,70,78,74,52,63,41,36,68,38,69,62,23,66,66,62
24-08-2017 18.00,55,45,100,63,64,82,64,30,53,22,66,66,49,47,56,41,47,47,36,58,45,70,74,88,46,82,36,31,56,38,69,69,28,69,69,69
24-08-2017 19.00,52,43,87,59,60,82,61,26,46,18,59,55,49,50,53,41,56,42,49,52,48,66,69,88,56,77,31,34,52,41,69,69,28,69,69,69
24-08-2017 20.00,45,43,93,59,68,73,54,28,44,17,43,55,49,50,53,39,56,44,46,49,52,66,62,100,60,77,32,36,49,39,95,69,28,74,74,69
24-08-2017 21.00,49,37,72,55,57,82,45,22,53,16,69,58,49,44,53,39,60,44,53,49,55,70,62,100,60,68,30,31,46,36,95,69,33,100,100,69
24-08-2017 22.00,46,35,44,55,57,77,38,37,53,27,59,55,55,44,53,39,64,44,46,43,48,74,58,83,68,72,30,38,49,36,95,74,49,100,100,74
24-08-2017 23.00,43,38,44,49,57,73,35,16,53,43,51,62,55,47,56,41,68,47,53,48,55,74,58,100,72,77,34,36,45,56,92,74,88,100,100,74
25-08-2017 0.00,40,36,47,43,64,73,29,18,49,28,48,58,70,60,60,47,68,57,60,58,55,94,65,88,82,72,44,40,59,72,92,74,88,100,100,74
25-08-2017 1.00,46,40,47,43,77,73,26,16,44,25,78,62,66,73,56,56,72,68,72,57,55,83,73,88,87,72,46,40,63,82,92,74,51,100,100,74
25-08-2017 2.00,49,43,56,43,77,73,33,17,46,37,83,74,66,60,55,60,72,68,82,61,62,78,78,88,87,72,52,40,67,87,88,74,100,100,100,74
25-08-2017 3.00,67,52,87,49,77,73,33,20,46,37,78,69,66,77,68,60,55,72,77,57,62,83,78,83,87,63,60,46,71,82,88,73,54,78,78,73
25-08-2017 4.00,72,59,77,56,77,73,35,20,49,51,74,69,74,77,59,60,55,77,87,57,76,100,83,94,82,67,68,52,71,93,88,78,58,78,78,78
25-08-2017 5.00,77,59,72,76,88,77,39,24,53,51,78,78,78,82,63,93,48,72,87,64,82,100,88,88,100,63,93,63,82,93,83,74,61,83,83,74
25-08-2017 6.00,72,67,72,82,77,77,65,25,56,51,83,78,83,82,67,93,55,77,93,64,82,100,93,100,71,63,60,68,82,93,83,69,52,70,70,65
25-08-2017 7.00,82,67,82,87,77,77,51,23,49,48,83,78,74,73,63,72,82,77,93,68,76,100,100,100,82,67,63,63,76,77,83,66,55,70,70,66
25-08-2017 8.00,82,72,82,77,88,77,47,39,60,39,78,74,78,82,63,82,87,88,93,68,76,100,100,100,82,71,68,68,76,82,52,58,48,66,66,58
25-08-2017 9.00,87,72,93,87,82,77,53,39,60,48,88,74,78,82,63,77,82,88,93,73,71,100,83,88,87,67,63,72,82,82,52,52,43,66,66,52
25-08-2017 10.00,87,77,93,77,77,77,57,42,63,54,78,74,78,82,63,82,82,93,93,77,71,100,73,88,87,71,63,77,82,82,52,55,41,66,66,55
25-08-2017 11.00,93,87,82,100,77,77,64,39,63,44,78,83,83,88,59,82,87,93,100,83,76,100,77,100,87,81,63,72,81,82,44,59,39,66,66,59
25-08-2017 12.00,87,82,93,82,88,82,57,42,68,47,83,65,83,88,77,82,93,93,100,83,76,83,68,88,87,76,63,72,87,77,44,62,39,70,70,62
25-08-2017 13.00,82,82,87,93,88,82,60,38,77,81,83,73,83,88,100,87,93,72,93,78,67,74,60,83,82,67,56,72,76,68,44,62,33,66,66,62
25-08-2017 14.00,87,87,87,76,93,82,53,34,72,62,78,61,88,77,100,72,59,60,77,78,59,74,57,83,72,55,56,64,72,59,44,62,35,70,70,62
25-08-2017 15.00,87,82,100,76,77,77,44,29,64,37,70,57,88,73,93,60,52,50,67,74,52,70,54,89,59,52,49,56,63,52,44,62,28,70,70,62
25-08-2017 16.00,77,72,93,72,88,77,42,31,56,23,66,57,83,54,82,56,45,44,63,61,42,66,54,74,60,48,44,50,59,40,44,66,32,70,70,66
25-08-2017 17.00,82,72,77,63,69,77,33,20,49,17,55,61,88,51,77,47,40,47,60,61,42,70,54,94,63,48,50,44,52,40,67,70,35,74,74,70
25-08-2017 18.00,77,63,87,52,83,77,27,26,41,42,48,58,88,51,68,47,40,41,43,62,40,70,54,88,49,52,44,41,43,56,67,74,35,100,100,74
25-08-2017 19.00,67,56,56,63,77,73,23,24,36,42,58,62,88,51,60,47,43,42,52,69,37,70,54,88,49,56,41,50,45,36,67,74,37,100,100,74
25-08-2017 20.00,63,46,53,59,77,54,24,22,32,12,58,58,88,51,64,44,49,42,33,58,35,70,51,100,56,45,41,44,43,52,90,74,39,100,100,74
25-08-2017 21.00,59,38,50,52,73,68,22,19,25,11,46,55,83,57,68,44,53,44,46,66,37,62,54,83,56,49,44,41,46,43,90,74,39,100,100,74
25-08-2017 22.00,59,38,87,49,73,68,17,35,23,36,55,58,83,54,77,42,43,44,46,55,37,66,54,83,52,52,44,44,43,43,90,78,49,100,100,78
25-08-2017 23.00,52,31,39,46,69,68,18,26,22,21,55,66,83,57,60,44,46,44,52,58,37,66,54,74,56,55,44,46,49,56,95,78,83,100,100,78
26-08-2017 0.00,49,28,37,33,73,77,17,13,20,32,69,62,83,61,64,50,60,50,59,66,37,74,69,78,59,63,44,49,48,77,95,78,83,100,100,78
26-08-2017 1.00,46,30,93,40,83,73,19,13,25,32,74,65,83,54,72,56,68,64,77,74,42,74,69,88,63,63,46,49,63,72,95,78,58,100,100,78
26-08-2017 2.00,56,31,87,40,69,77,20,14,36,24,62,61,83,57,72,60,55,64,76,74,55,74,78,100,67,72,49,49,67,82,92,78,98,78,78,78
26-08-2017 3.00,63,49,93,43,77,82,23,15,34,37,65,61,83,78,77,64,72,68,82,78,59,74,73,88,67,48,46,56,67,87,92,78,98,78,78,78
26-08-2017 4.00,59,49,93,45,77,73,26,16,44,31,69,69,83,88,93,64,72,72,82,83,63,100,69,88,77,45,53,56,67,87,92,83,62,83,83,83
26-08-2017 5.00,67,49,93,48,88,82,35,21,56,40,69,73,88,88,100,93,67,72,87,83,67,100,73,94,93,48,77,63,71,93,86,74,66,83,83,74
26-08-2017 6.00,59,55,100,52,88,82,40,21,53,30,61,73,94,93,100,68,77,77,87,88,71,100,83,88,82,51,52,49,71,93,86,69,58,74,74,69
26-08-2017 7.00,67,59,93,55,77,88,42,21,56,37,74,78,78,88,87,82,87,77,87,78,71,78,78,100,82,51,52,55,71,100,86,70,66,66,66,70
26-08-2017 8.00,71,59,100,63,82,88,37,35,53,42,74,78,83,88,100,77,77,77,87,78,76,100,83,94,87,54,63,63,71,93,54,62,52,58,58,62
26-08-2017 9.00,77,63,100,67,77,88,47,37,53,39,69,73,83,88,87,82,82,82,87,100,81,100,88,88,87,62,52,67,81,93,54,55,49,52,52,55
26-08-2017 10.00,82,67,100,67,93,88,50,37,60,45,88,73,78,77,100,82,82,82,87,83,81,100,100,88,87,66,55,67,81,93,54,52,47,46,46,52
26-08-2017 11.00,82,67,100,100,88,100,50,35,68,66,88,73,88,93,93,82,76,82,93,100,76,100,88,88,87,71,59,77,87,93,43,66,37,55,55,49
26-08-2017 12.00,87,72,100,77,77,100,39,39,63,45,88,73,88,77,100,82,76,88,93,100,76,94,88,88,87,71,52,68,81,87,43,49,31,55,55,49
26-08-2017 13.00,81,72,100,82,77,82,47,39,68,71,94,73,83,82,100,82,72,77,82,100,71,94,83,88,82,71,46,68,71,72,43,55,31,55,55,55
26-08-2017 14.00,87,82,100,82,88,100,39,30,63,55,88,65,83,78,100,77,55,72,72,100,59,83,83,83,72,72,43,49,62,63,39,55,28,59,59,55
26-08-2017 15.00,87,77,100,76,77,100,32,27,56,35,88,65,88,73,87,60,64,68,63,74,52,78,74,83,68,63,38,49,55,55,39,62,26,66,66,62
26-08-2017 16.00,72,67,87,77,88,77,24,25,49,24,88,65,83,69,82,50,60,64,56,69,45,70,69,79,56,59,38,35,52,43,39,66,26,70,70,66
26-08-2017 17.00,67,67,72,72,83,77,26,27,44,17,83,83,83,57,88,47,43,60,35,61,43,83,65,78,52,56,44,35,40,35,66,74,24,74,74,74
26-08-2017 18.00,67,49,53,72,83,64,20,24,42,11,83,69,83,57,82,44,38,51,49,66,40,70,62,78,43,56,36,33,45,40,66,74,27,79,79,74
26-08-2017 19.00,67,43,42,63,57,78,17,24,37,11,88,83,78,58,93,39,38,48,38,66,37,66,54,100,43,52,36,29,45,40,66,74,32,74,74,74
26-08-2017 20.00,52,36,31,53,51,69,16,35,30,11,88,74,79,58,100,42,41,45,47,62,35,74,51,100,40,49,36,31,45,38,94,78,34,74,74,78
26-08-2017 21.00,46,34,24,46,78,69,13,43,25,11,88,61,74,51,88,42,38,42,47,66,33,74,48,100,43,49,34,31,46,38,94,78,38,100,100,78
26-08-2017 22.00,52,30,18,44,54,69,10,15,24,25,69,61,88,51,93,42,41,39,53,70,31,88,51,83,43,49,39,36,45,40,94,83,38,100,100,83
26-08-2017 23.00,40,24,17,30,57,83,9,13,23,22,88,61,88,58,100,42,46,47,53,62,35,94,54,78,46,49,44,35,45,63,91,83,80,100,100,83
27-08-2017 0.00,43,24,16,36,83,69,10,13,23,11,88,69,74,61,100,44,43,47,64,61,46,83,57,78,52,77,46,37,42,72,91,78,80,100,100,78
27-08-2017 1.00,40,24,15,36,65,73,9,16,34,22,88,69,78,65,93,57,64,53,68,83,45,83,61,78,52,67,53,42,52,82,91,83,48,100,100,83
27-08-2017 2.00,46,30,17,36,94,83,9,25,32,12,88,69,83,69,100,64,68,64,77,83,48,83,64,94,55,67,56,45,48,77,86,83,88,100,100,83
27-08-2017 3.00,56,30,36,41,93,93,13,18,44,23,88,73,88,73,93,69,49,64,72,94,52,88,83,83,59,77,68,52,59,87,86,83,51,83,83,83
27-08-2017 4.00,72,36,49,55,88,83,19,19,47,27,83,73,100,73,93,73,56,68,82,83,59,100,83,88,67,63,68,52,63,93,86,83,51,83,83,83
27-08-2017 5.00,59,36,93,49,88,83,21,22,47,22,94,78,88,78,100,88,56,68,87,88,67,100,83,88,87,59,100,55,72,87,89,78,48,83,83,78
27-08-2017 6.00,63,44,77,46,100,88,21,21,44,27,94,73,88,78,100,77,82,82,87,88,62,100,73,94,77,67,63,68,67,93,89,70,40,62,62,74
27-08-2017 7.00,88,49,68,59,100,83,25,22,47,28,88,73,83,69,100,100,59,82,82,83,62,100,78,88,82,72,77,63,76,93,89,66,43,62,62,66
27-08-2017 8.00,88,56,72,63,88,83,25,40,49,28,94,78,88,78,100,72,59,88,77,100,67,88,83,94,82,76,77,55,81,93,58,55,40,55,55,55
27-08-2017 9.00,87,59,87,59,88,88,25,42,56,28,94,83,94,78,100,77,55,93,82,100,71,100,93,88,82,82,82,59,81,100,58,46,28,55,55,46
27-08-2017 10.00,87,63,82,63,83,93,28,45,56,26,94,83,100,83,88,77,72,93,87,100,72,100,93,94,87,63,77,59,81,93,58,59,30,52,52,59
27-08-2017 11.00,82,63,77,93,100,88,28,31,77,28,88,88,94,83,93,82,67,93,72,83,82,100,88,94,93,63,100,77,87,67,41,59,14,26,26,49
27-08-2017 12.00,87,72,77,63,100,93,25,35,56,26,88,83,88,88,100,88,77,93,93,77,82,78,88,88,82,77,68,67,87,87,41,46,16,46,46,46
27-08-2017 13.00,82,77,93,67,93,88,25,40,63,71,83,88,83,83,93,87,72,88,82,100,77,78,78,83,77,72,60,52,76,72,41,36,16,41,41,36
27-08-2017 14.00,82,82,93,72,93,88,30,38,52,45,88,83,83,83,93,82,68,77,72,78,72,74,73,83,68,68,56,46,67,63,33,43,15,32,32,43
27-08-2017 15.00,87,72,100,72,100,100,19,43,49,27,83,78,88,83,93,53,52,68,60,83,68,74,57,74,64,72,46,49,59,49,33,46,15,35,35,46
27-08-2017 16.00,82,55,68,68,88,83,22,30,47,29,88,78,88,88,83,47,49,61,56,65,49,79,54,74,60,72,41,44,52,49,33,58,17,52,52,58
27-08-2017 17.00,72,55,60,60,69,65,15,26,47,31,88,83,88,94,68,44,53,61,38,61,40,94,48,89,68,64,53,36,52,56,65,70,13,66,66,70
27-08-2017 18.00,77,44,47,56,83,69,12,25,30,26,83,88,88,94,68,45,68,58,47,62,40,94,42,70,57,64,36,33,52,37,65,70,18,66,66,69
27-08-2017 19.00,73,31,35,50,83,78,10,22,20,33,83,83,88,100,68,39,50,54,44,62,33,74,39,65,53,64,31,29,40,33,65,69,26,66,66,69
27-08-2017 20.00,73,36,35,50,83,73,9,21,19,27,88,88,88,100,68,37,47,45,41,55,33,62,39,74,57,60,34,33,43,33,95,74,31,74,74,74
27-08-2017 21.00,73,28,32,42,57,78,9,20,16,17,61,83,88,94,60,37,47,42,21,51,43,74,39,88,57,64,38,36,40,36,95,74,35,100,100,74
27-08-2017 22.00,64,22,27,39,61,69,10,20,16,16,54,88,100,78,77,40,60,48,44,51,46,69,42,88,56,60,41,38,46,40,95,74,35,100,100,74
27-08-2017 23.00,56,17,20,42,61,83,8,18,47,16,54,74,100,83,77,48,53,51,41,62,49,88,44,88,53,63,46,53,43,43,91,69,92,100,100,69
28-08-2017 0.00,60,17,13,37,65,88,8,16,31,16,69,69,83,73,88,48,73,61,53,57,56,83,47,88,56,72,53,56,45,49,91,74,40,100,100,74
28-08-2017 1.00,64,17,13,37,61,65,8,18,34,20,65,78,78,83,88,54,73,83,64,64,73,100,53,83,60,77,60,60,49,55,91,78,40,100,100,78
28-08-2017 2.00,69,21,17,39,78,69,9,25,46,29,78,88,78,78,88,57,77,73,72,69,68,88,57,83,68,72,68,53,55,63,100,78,100,100,100,78
28-08-2017 3.00,69,37,93,39,61,73,11,20,38,48,78,78,94,78,72,73,60,83,77,73,68,78,60,83,72,77,63,63,59,72,100,78,33,100,100,78
28-08-2017 4.00,68,44,93,47,78,73,14,24,36,42,65,83,94,100,93,83,88,88,87,73,77,100,56,83,72,82,68,60,63,72,100,78,45,78,78,78
28-08-2017 5.00,73,47,100,53,93,47,14,17,33,40,78,83,88,94,82,78,82,88,82,88,72,88,60,83,82,77,100,93,76,93,82,74,42,78,78,74
28-08-2017 6.00,72,69,100,56,93,38,15,23,35,37,78,88,94,100,93,73,82,94,82,83,77,94,64,88,72,82,72,60,82,100,82,74,39,74,74,74
28-08-2017 7.00,77,60,93,60,78,100,16,23,43,42,94,94,88,100,93,73,93,94,77,88,82,94,68,94,72,77,72,64,87,100,82,62,38,65,65,62
28-08-2017 8.00,82,64,93,64,83,78,16,31,49,52,78,100,88,100,77,78,88,94,82,83,77,100,68,88,72,82,77,72,87,93,50,62,33,58,58,62
28-08-2017 9.00,88,73,100,64,83,83,21,33,40,51,78,88,88,100,93,73,82,88,93,78,77,94,77,88,67,82,77,77,87,87,50,58,31,55,55,58
28-08-2017 10.00,93,77,100,72,93,100,15,37,49,55,78,88,88,100,82,88,88,88,93,78,82,94,77,88,59,82,77,77,93,93,50,52,30,51,51,52
28-08-2017 11.00,93,77,100,77,93,88,25,21,56,59,73,94,88,100,88,88,88,94,93,73,82,100,82,88,72,82,77,77,87,87,41,48,30,55,55,48
28-08-2017 12.00,82,77,100,88,93,77,17,45,56,59,78,94,88,100,88,83,82,94,93,73,82,94,82,88,72,82,72,77,87,87,41,51,25,48,48,51
28-08-2017 13.00,88,82,100,88,100,88,18,21,55,81,78,88,88,100,93,83,82,94,93,73,82,94,77,94,67,82,60,64,82,72,41,51,25,51,51,51
28-08-2017 14.00,93,82,100,88,100,100,25,23,59,72,73,88,94,100,88,78,88,94,88,73,82,83,73,88,63,77,56,64,67,63,35,48,25,55,55,48
28-08-2017 15.00,88,88,100,93,100,83,20,33,56,52,69,78,88,88,88,69,72,88,82,64,77,78,69,79,63,82,49,60,59,56,35,51,26,55,55,51
28-08-2017 16.00,82,73,100,77,93,83,21,28,46,35,57,78,94,83,72,65,56,83,72,60,78,83,61,59,53,72,46,46,49,31,35,51,29,51,51,51
28-08-2017 17.00,82,73,93,73,83,61,19,19,46,33,65,69,94,73,77,57,50,83,60,60,73,83,50,59,60,72,60,43,49,56,67,58,32,54,54,58
28-08-2017 18.00,77,57,56,50,57,73,17,21,36,28,61,65,94,65,72,54,47,88,60,61,83,78,51,62,49,68,44,38,43,36,67,57,23,58,58,61
28-08-2017 19.00,77,42,87,44,54,69,15,33,34,23,54,62,88,57,64,54,50,88,57,64,94,88,51,63,46,68,47,40,43,33,67,61,30,100,100,61
28-08-2017 20.00,73,35,82,54,78,57,12,19,32,27,51,58,94,54,64,88,57,83,50,57,88,88,47,83,49,68,50,43,41,31,94,65,32,100,100,65
28-08-2017 21.00,73,27,82,51,78,61,14,12,25,11,48,58,88,51,60,78,54,73,42,61,83,88,50,83,46,64,53,46,41,31,94,61,38,100,100,61
28-08-2017 22.00,64,26,82,48,69,61,13,11,22,11,45,74,94,51,64,78,82,78,44,47,83,78,47,78,46,72,49,40,38,33,94,65,40,100,100,65
28-08-2017 23.00,64,20,87,42,51,65,13,10,36,13,48,88,88,54,53,83,88,73,64,53,100,94,50,78,46,72,53,49,40,40,89,65,85,100,100,65
29-08-2017 0.00,60,19,93,40,51,83,11,10,31,11,48,83,88,54,64,78,64,78,69,69,100,78,64,55,55,68,56,52,46,45,89,65,85,100,100,65
29-08-2017 1.00,60,18,93,38,54,83,13,12,36,13,54,83,88,57,72,88,88,83,82,73,100,88,68,62,63,77,64,60,49,63,89,69,45,100,100,69
29-08-2017 2.00,60,20,93,35,54,73,13,13,40,18,65,83,94,60,72,94,88,88,88,73,100,88,64,83,63,82,68,64,55,82,90,69,100,100,100,69
29-08-2017 3.00,60,33,93,37,64,73,16,19,36,37,57,88,94,77,93,94,93,88,93,78,93,94,68,66,63,82,68,64,59,82,90,65,42,100,100,65
29-08-2017 4.00,68,51,100,60,69,73,16,19,40,39,69,88,88,82,100,94,93,100,88,78,93,94,77,83,63,72,68,63,63,87,90,69,47,65,65,69
29-08-2017 5.00,68,51,100,54,69,65,20,19,49,37,61,78,88,77,87,94,88,94,93,78,100,94,73,65,72,68,82,56,72,93,77,69,47,65,65,69
29-08-2017 6.00,72,64,100,77,69,69,18,22,49,32,73,88,94,93,93,93,82,94,93,73,93,100,78,100,67,72,68,68,68,93,77,57,37,51,51,57
29-08-2017 7.00,72,64,93,64,69,73,19,20,43,42,73,88,88,82,87,94,93,100,100,73,100,100,100,78,67,72,68,68,77,100,77,54,45,51,51,54
29-08-2017 8.00,77,68,93,73,73,100,27,21,56,36,73,88,88,100,100,93,93,93,100,73,100,88,100,100,67,72,68,68,82,100,55,48,39,45,45,48
29-08-2017 9.00,82,77,77,73,73,88,28,21,56,34,78,88,88,100,100,88,100,93,100,64,100,100,100,83,72,72,68,68,77,100,55,45,38,48,48,45
29-08-2017 10.00,77,68,93,77,78,83,28,23,63,32,73,94,88,93,100,100,93,100,100,77,100,83,100,74,67,77,72,68,82,100,55,43,30,48,48,43
29-08-2017 11.00,77,64,93,93,78,94,22,24,68,31,83,88,88,100,100,100,100,100,100,68,100,94,93,78,67,77,72,68,82,93,42,48,30,45,45,48
29-08-2017 12.00,82,72,93,93,78,88,30,37,68,36,78,94,83,93,100,100,93,93,100,68,100,88,93,78,72,77,82,72,77,93,42,43,25,48,48,43
29-08-2017 13.00,82,77,93,93,93,94,25,24,72,71,78,88,88,93,100,100,100,100,100,68,93,83,93,83,67,77,82,77,72,87,42,45,25,51,51,45
29-08-2017 14.00,82,82,93,88,78,100,23,24,68,62,73,83,88,100,100,100,94,100,93,78,94,83,88,84,63,72,82,77,68,100,33,48,25,51,51,48
29-08-2017 15.00,82,77,93,77,78,93,28,23,63,42,65,74,83,82,83,94,83,100,82,64,83,78,88,62,63,72,88,82,64,77,33,51,22,51,51,51
29-08-2017 16.00,64,72,93,72,73,88,19,21,49,29,58,65,88,73,73,78,78,78,83,64,88,73,77,79,59,68,88,72,56,77,33,51,22,51,51,51
29-08-2017 17.00,60,73,72,56,61,78,16,20,44,21,51,61,94,64,64,73,73,65,64,65,83,66,77,59,56,64,100,64,49,63,62,61,16,61,61,61
29-08-2017 18.00,60,60,77,57,51,88,19,19,39,19,51,51,88,60,50,65,69,54,73,65,83,65,73,59,49,64,93,82,47,60,62,61,16,61,61,57
29-08-2017 19.00,57,53,82,57,45,69,15,18,32,31,48,55,83,73,57,54,53,51,65,51,83,65,73,59,46,64,88,88,43,63,62,61,24,100,100,61
29-08-2017 20.00,42,44,87,50,54,69,12,19,32,11,48,46,83,64,47,51,69,54,61,58,100,65,73,66,53,64,88,88,40,63,91,65,27,100,100,65
29-08-2017 21.00,53,42,87,45,41,61,12,15,30,10,43,46,83,60,54,48,60,54,61,58,88,58,69,94,56,64,93,93,38,68,91,61,27,100,100,61
29-08-2017 22.00,44,35,87,42,18,65,10,13,27,15,31,45,83,54,54,51,78,54,61,62,88,69,73,70,64,72,93,82,40,72,91,65,42,100,100,65
29-08-2017 23.00,47,29,82,39,46,61,11,13,25,13,29,48,94,60,64,54,69,58,60,69,88,69,73,62,68,68,88,88,46,77,90,69,89,100,100,69
30-08-2017 0.00,47,29,82,42,41,65,15,13,56,20,31,54,83,64,57,57,77,69,69,65,88,69,78,66,68,77,93,82,49,82,90,69,89,100,100,69
30-08-2017 1.00,53,29,82,37,12,61,11,13,56,18,51,54,83,73,64,64,83,88,88,83,88,74,78,70,72,77,93,88,52,87,90,69,48,100,100,69
30-08-2017 2.00,60,45,87,45,45,61,11,13,56,17,61,58,78,82,77,64,77,83,93,83,93,78,73,74,77,77,82,88,55,87,89,73,100,100,100,73
30-08-2017 3.00,60,57,87,47,48,73,14,17,46,23,42,61,78,88,82,73,77,94,93,83,93,74,77,74,77,72,88,93,55,87,89,73,48,100,100,73
